"Data Source","World Development Indicators",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Ecuador","ECU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.0914840698242","71.1525192260742","97.3524703979492","132.392593383789","150.347610473633","168.576110839844","190.566497802734","210.592590332031","248.648773193359","274.005889892578","331.689300537109","410.829772949219","483.522857666016","519.933959960938","551.469299316406","528.201416015625","505.998352050781","518.029602050781","","","",
"Egypt, Arab Rep.","EGY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.5247650146484","71.9756393432617","67.2164535522461","52.9826011657715","53.0653495788574","62.8166465759277","70.1809463500977","77.6615600585938","95.6269378662109","104.944602966309","111.435348510742","123.259613037109","143.38037109375","140.332458496094","153.788772583008","180.820098876953","151.468505859375","105.768455505371","","","",
"Euro area","EMU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1773.4690145905","1815.12653817161","2012.42317668831","2522.6165691129","2847.35259986467","2967.910337434","3135.29243466575","3555.77634153262","4002.9158401172","3939.20235224578","3836.30880758774","4100.49685111324","3837.81812318373","4013.28232908218","4100.96727907316","3522.56785324508","3594.35124609767","3761.33529352997","","","",
"Eritrea","ERI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.29221248626709","9.85541152954102","10.4436273574829","13.2190189361572","15.5927381515503","14.7017040252686","15.8075847625732","12.9631595611572","12.7031621932983","18.7551593780518","16.6627063751221","24.1922397613525","19.719898223877","21.4276504516602","23.542797088623","26.2510719299316","29.3741779327393","32.9119987487793","","","",
"Spain","ESP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1002.78698730469","1044.13696289063","1169.05993652344","1632.26000976563","1914.50891113281","2050.84228515625","2227.94213867188","2587.02416992188","2967.60034179688","2912.54174804688","2775.14013671875","2894.76440429688","2588.67456054688","2628.86376953125","2671.28295898438","2351.53002929688","2390.63110351563","2506.46484375","","","",
"Estonia","EST","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209.713134765625","214.704147338867","250.480209350586","349.058044433594","455.068115234375","524.680114746094","600.507873535156","832.733093261719","1038.56225585938","963.019653320313","926.454162597656","1014.63928222656","1013.37152099609","1144.32153320313","1237.27844238281","1112.46594238281","1185.29711914063","1300.48168945313","","","",
"Ethiopia","ETH","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.35920381546021","5.58962965011597","5.23279333114624","5.81117916107178","5.85031938552856","6.62058353424072","8.62208461761475","11.9340810775757","13.4083576202393","15.6046562194824","16.693904876709","15.1268043518066","20.7280082702637","19.9880218505859","22.4383125305176","24.9156608581543","26.6730613708496","25.2619533538818","","","",
"European Union","EUU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1441.01570778153","1483.9508274322","1654.58594139417","2076.63487237149","2365.14352234985","2479.52824084057","2628.11141177867","2998.64493125297","3397.6138501399","3323.08783192627","3255.78208585738","3511.63189369103","3296.55654711753","3459.77176453071","3533.73711525207","3038.89518709496","3105.38109616213","3261.42622643507","","","",
"Fragile and conflict affected situations","FCS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.1896651669029","45.2273661275091","37.4706794487771","41.6023944177801","48.4791220410524","54.539207867952","71.5825516331464","83.8395311776325","95.0542394713127","101.383631024622","105.946269132268","102.171056647315","105.443883205937","106.83460397217","109.986343610816","100.776028610198","83.9070918471871","78.7146959584749","","","",
"Finland","FIN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1655.8662109375","1737.97619628906","1971.68322753906","2510.00170898438","2926.82934570313","3111.373046875","3286.42895507813","3774.77758789063","4315.478515625","4179.83837890625","4099.587890625","4548.8291015625","4411.17626953125","4306.80517578125","4739.98828125","4121.90185546875","4094.89477539063","4205.74267578125","","","",
"Fiji","FJI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.0041198730469","64.1698303222656","73.0123596191406","91.3404541015625","117.61206817627","129.075485229492","136.008834838867","150.905548095703","144.111770629883","129.067413330078","135.162063598633","148.20686340332","160.829437255859","165.127807617188","184.708251953125","174.49626159668","179.911590576172","188.414321899414","","","",
"France","FRA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2156.4833984375","2190.798828125","2438.2470703125","2999.5673828125","3452.43041992188","3573.60278320313","3812.53588867188","4314.52734375","4793.8134765625","4724.20703125","4593.392578125","4933.40478515625","4652.287109375","4900.39013671875","4987.8740234375","4204.09033203125","4256.96142578125","4379.72705078125","","","",
"Faroe Islands","FRO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.41081237793","190.087875366211","178.638031005859","219.538162231445","270.838714599609","417.460815429688","257.138916015625","270.469146728516","301.856170654297","338.084442138672","375.671203613281","393.612548828125","387.873840332031","371.025238037109","360.881195068359","377.986785888672","397.153472900391","424.809783935547","","","",
"Gabon","GAB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.35718536377","125.345359802246","136.633850097656","173.026458740234","189.409240722656","197.796463012695","221.029876708984","263.239044189453","282.072662353516","294.074127197266","216.714111328125","274.089996337891","236.630523681641","274.989074707031","245.485321044922","197.944717407227","219.985092163086","204.492248535156","","","",
"United Kingdom","GBR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1674.28540039063","1739.17004394531","1965.76940917969","2347.0390625","2828.29809570313","3010.1806640625","3251.677734375","3740.19799804688","3606.22900390625","3273.7275390625","3309.48095703125","3501.94970703125","3492.8896484375","4207.8876953125","4601.13720703125","4326.25","3945.00903320313","3858.67431640625","","","",
"Georgia","GEO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.9010696411133","50.7878265380859","58.9865989685059","71.9601821899414","94.031494140625","118.65584564209","136.909851074219","177.110885620117","255.917388916016","246.977478027344","262.526702880859","290.270263671875","323.009765625","334.919921875","348.971557617188","280.912872314453","308.462951660156","293.053588867188","","","",
"Ghana","GHA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1646556854248","20.2589702606201","20.1370143890381","24.3794689178467","28.3837471008301","43.5491676330566","49.5628852844238","59.1611518859863","68.2034072875977","67.2012100219727","80.9131774902344","99.8139190673828","90.4151611328125","111.036056518555","81.5171737670898","82.4074172973633","67.5088653564453","66.7494125366211","","","",
"Gibraltar","GIB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9232931137085","15.344747543335","17.8484210968018","18.1590709686279","17.354564666748","14.3762435913086","12.5869979858398","18.9982643127441","19.4784107208252","18.8706893920898","19.1891536712646","23.3007888793945","22.9440746307373","25.1286430358887","35.6030921936035","42.2504043579102","37.4593391418457","33.7201118469238","","","",
"Gambia, The","GMB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.007984161377","20.1199741363525","16.5774459838867","15.2053108215332","18.0574607849121","21.2109832763672","24.0104942321777","29.6801528930664","35.9646453857422","31.7608051300049","32.2845077514648","32.1282844543457","30.9869823455811","29.8849792480469","22.6918525695801","21.8538341522217","20.9121723175049","23.2723255157471","","","",
"Guinea-Bissau","GNB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4936046600342","20.3728561401367","19.9860973358154","23.9666614532471","31.6533336639404","32.6528587341309","30.4595985412598","36.4112663269043","42.4789810180664","39.1480865478516","36.2626914978027","41.4843635559082","34.3619003295898","42.8459625244141","57.9245986938477","50.8429985046387","52.1820411682129","52.3594093322754","","","",
"Equatorial Guinea","GNQ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.7298851013184","60.2087821960449","74.7226791381836","107.166801452637","143.44221496582","162.697860717773","193.351119995117","247.658767700195","415.996917724609","304.879730224609","311.648193359375","333.271209716797","272.396820068359","379.766815185547","422.043487548828","326.910888671875","290.344024658203","301.150054931641","","","",
"Greece","GRC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1791.73962402344","1948.50427246094","2063.88037109375","2439.31567382813","2847.8251953125","2816.13623046875","2573.740234375","2354.00927734375","1968.48046875","1834.33508300781","1724.52868652344","1464.7255859375","1499.35083007813","1516.58776855469","","","",
"Grenada","GRD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272.424255371094","285.3203125","316.229858398438","312.933532714844","310.020416259766","368.231170654297","408.274688720703","432.997192382813","462.818878173828","449.253234863281","456.224578857422","460.010559082031","450.201477050781","451.804504394531","404.816253662109","440.294158935547","463.693176269531","497.236053466797","","","",
"Greenland","GRL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.9555435180664","100.393432617188","107.955986022949","113.612899780273","122.262733459473","132.334136962891","148.713912963867","158.334396362305","174.779632568359","168.185424804688","173.75178527832","189.241409301758","198.462844848633","213.023941040039","219.139892578125","233.86328125","248.802200317383","259.935028076172","","","",
"Guam","GUM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.0231819152832","60.1958160400391","64.6699142456055","67.8601226806641","80.8773727416992","90.6298294067383","97.6884689331055","120.54158782959","125.889320373535","141.607406616211","165.340682983398","177.728927612305","185.978561401367","199.041000366211","207.384735107422","187.964324951172","232.94059753418","230.527282714844","","","",
"High income","HIC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2396.33303789909","2484.69013809364","2683.05300735103","3045.79364607346","3334.78407286846","3515.50598585122","3701.28992888418","4015.33612225002","4305.54376352835","4379.52432505643","4527.51664694004","4868.98429335203","4884.19940327884","4957.95421490184","5102.45372387223","4943.32535028449","5112.61915252049","5284.11754994531","","","",
"Hong Kong SAR, China","HKG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.7651901245117","69.5258712768555","73.6042175292969","81.2761077880859","86.1976928710938","101.595184326172","117.000122070313","130.78564453125","152.032196044922","162.360153198242","168.566024780273","186.472290039063","188.347900390625","181.089141845703","183.235870361328","180.605392456055","194.632888793945","195.935745239258","","","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1851721844539","16.3667981357783","16.985820270136","19.7833067974851","23.2588748873277","26.8175061623986","31.3954755948265","36.9387073763896","41.3826353776807","41.7068863545578","43.6150293996842","46.6343940086277","47.0818942159336","50.857017026251","51.4616255108394","51.1057156004652","51.2727581288719","53.2310967934123","","","",
"Croatia","HRV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","371.062133789063","388.324890136719","386.444091796875","512.152099609375","634.620300292969","727.131042480469","816.017028808594","1041.03442382813","1258.87243652344","1187.54528808594","1126.37365722656","1132.49890136719","1029.97119140625","889.944519042969","909.371643066406","795.520812988281","840.905029296875","902.1396484375","","","",
"Haiti","HTI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4848289489746","26.6474685668945","21.790958404541","18.1603145599365","23.4898891448975","24.7073955535889","28.5218334197998","36.8739395141602","39.7197494506836","40.7128524780273","54.6409339904785","75.3724746704102","73.4841079711914","58.1906890869141","63.881664276123","67.3042221069336","59.0942573547363","62.3532791137695","","","",
"Hungary","HUN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313.108581542969","359.697479248047","473.127838134766","682.865661621094","798.45361328125","895.203308105469","893.203002929688","1003.25817871094","1117.20227050781","943.687683105469","983.11083984375","1063.43225097656","961.138366699219","990.631164550781","1006.15649414063","870.519226074219","914.55859375","981.423034667969","","","",
"IBRD only","IBD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.1963311067141","78.2504789510382","76.8701682082756","85.0833581531105","98.9855006956417","116.698211412451","135.753739628926","163.886000961816","197.350700323007","202.726546671646","233.69861644586","268.969076752276","286.317955045553","306.539009136749","313.011436945597","296.972122218774","292.766625233846","324.586792263897","","","",
"IDA & IBRD total","IBT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6556290015794","65.2701985778951","63.9976849661791","71.2396313525261","82.6001030764141","97.1193451042199","112.866167841539","135.515050383109","162.134896273137","165.733436745655","189.649434401705","216.931782784056","230.156547492096","246.674918086986","251.703900013512","238.701193514585","235.278633686031","258.481440267046","","","",
"IDA total","IDA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3400655522808","15.8925769824675","16.6431424038355","20.7086630174804","23.573857548754","27.5097984586351","32.5619498612726","37.2925445947043","41.8244146849906","40.9922558505048","44.4555914131809","47.5954036457871","49.9032348155676","54.2703529490188","57.289238787107","56.4132380861222","54.6512394803364","55.0745622009202","","","",
"IDA blend","IDB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0309396468397","18.3216221849992","18.7782676876451","26.806664846374","29.8150283399247","35.9195586485888","43.9001385067112","48.5847846865423","53.4594333408245","48.8789185468564","54.6911886819156","58.2537153327328","63.9601415687901","70.1687030923786","75.4224160609544","71.688405199865","67.1872342582365","65.1958396929016","","","",
"Indonesia","IDN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1996154785156","17.6875267028809","19.8910255432129","26.6447277069092","27.1346836090088","35.4388656616211","46.0978698730469","58.0312728881836","61.7724800109863","64.9052581787109","92.1870346069336","107.408149719238","107.056396484375","107.195205688477","108.837265014648","100.430702209473","111.313835144043","114.971786499023","","","",
"IDA only","IDX","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9662128492301","14.6516048296077","15.5853874887365","17.6812824240419","20.4760617953126","23.334639231516","26.9288654447332","31.675597264866","36.0278150055382","37.0560243609759","39.1868530655662","42.0960292852995","42.6380217589833","45.8656227039744","47.7018226328075","48.3370145313026","47.838066395719","49.6357703944185","","","",
"Isle of Man","IMN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.564323425293","19.8627586364746","20.3006553649902","22.0671920776367","25.1422100067139","27.7514476776123","29.6516017913818","35.9634780883789","37.9935989379883","38.4124145507813","45.2507743835449","48.7228355407715","49.0514030456543","56.2184638977051","57.1511383056641","58.9663352966309","60.6183815002441","69.293098449707","","","",
"Not classified","INX","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1560.95056152344","1822.14038085938","2190.01782226563","2904.40747070313","3476.91967773438","3936.6240234375","4143.44873046875","4852.22119140625","5616.04833984375","5480.83251953125","5128.45068359375","5563.41845703125","5239.6337890625","5330.22802734375","5392.35009765625","4565.12890625","4721.10546875","4976.8623046875","","","",
"Iran, Islamic Rep.","IRN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2373733520508","93.7048950195313","104.684135437012","115.446258544922","141.042587280273","173.20654296875","197.913848876953","245.989654541016","299.439910888672","367.575592041016","440.852508544922","524.691650390625","519.303588867188","413.727752685547","382.705902099609","375.126007080078","454.185546875","475.479949951172","","","",
"Iraq","IRQ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1564464569092","53.502986907959","53.5904121398926","56.6792526245117","97.2055282592773","129.696578979492","163.147506713867","145.463851928711","163.420928955078","178.94140625","195.240707397461","187.456832885742","154.477493286133","149.510345458984","210.313705444336","","","",
"Iceland","ISL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2873.84814453125","2557.26953125","3091.28833007813","3955.02392578125","4497.97412109375","5213.4755859375","5071.734375","6085.14599609375","4945.6171875","3693.2763671875","3644.802734375","3867.376953125","3706.80932617188","4030.77783203125","4476.212890625","4281.57568359375","5063.60595703125","6086.3115234375","","","",
"Israel","ISR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1496.87854003906","1541.56982421875","1387.57824707031","1417.60681152344","1471.52563476563","1537.728515625","1576.01721191406","1780.09289550781","2121.68115234375","2017.1591796875","2211.01904296875","2410.74829101563","2376.6513671875","2648.82055664063","2788.50024414063","2640.31127929688","2856.17895507813","3144.62622070313","","","",
"Italy","ITA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1520.45361328125","1585.26989746094","1754.25537109375","2158.17700195313","2561.03076171875","2676.48681640625","2830.18188476563","3088.47021484375","3489.98583984375","3324.37353515625","3214.54638671875","3387.57568359375","3125.61157226563","3195.55346679688","3190.08813476563","2708.83544921875","2736.2626953125","2840.13061523438","","","",
"Jamaica","JAM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195.530654907227","181.138244628906","174.94384765625","158.351837158203","196.05192565918","181.800415039063","193.588409423828","236.337295532227","267.237823486328","206.92301940918","234.930313110352","251.761444091797","260.319763183594","262.012817382813","254.086639404297","279.347442626953","280.178070068359","307.196044921875","","","",
"Jordan","JOR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159.751510620117","170.826843261719","174.988021850586","172.228469848633","185.999725341797","195.245742797852","204.403213500977","229.334243774414","296.377716064453","331.819671630859","308.657897949219","317.577819824219","309.442230224609","293.459869384766","301.537719726563","314.323455810547","297.096343994141","340.661804199219","","","",
"Japan","JPN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740.46508789063","2479.62353515625","2404.46704101563","2642.03247070313","2875.72192382813","2883.08325195313","2754.15747070313","2772.45556640625","3213.39892578125","3685.82543945313","4060.19018554688","5087.10205078125","5212.06982421875","4336.14990234375","4099.46484375","3733.67333984375","4174.904296875","4168.986328125","","","",
"Kazakhstan","KAZ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.5403175354004","51.1246032714844","58.9557342529297","75.3691024780273","111.710189819336","143.41047668457","175.434204101563","178.914489746094","254.314880371094","249.305999755859","247.431060791016","310.892639160156","376.097534179688","394.006439208984","342.982757568359","316.400848388672","262.138732910156","279.645324707031","","","",
"Kenya","KEN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8525676727295","21.604211807251","22.041088104248","25.4378910064697","27.5269832611084","30.9609565734863","40.938289642334","50.3218727111816","55.471076965332","55.4607429504395","59.1698112487793","57.3874244689941","64.8393630981445","67.8392868041992","72.8889236450195","70.7256698608398","73.3969192504883","76.6103210449219","","","",
"Kyrgyz Republic","KGZ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2903537750244","13.1622695922852","14.7749147415161","22.3265857696533","27.2373676300049","36.113697052002","45.9496307373047","50.7924270629883","63.7342872619629","60.5819778442383","61.4532852172852","79.9936599731445","100.476188659668","105.660179138184","95.1547698974609","81.3999176025391","73.3558807373047","78.8228378295898","","","",
"Cambodia","KHM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7355270385742","22.5658302307129","24.5614471435547","25.2207202911377","28.9832897186279","32.4975624084473","33.0298347473145","30.9654579162598","49.2301483154297","55.9824371337891","54.3047370910645","66.2179183959961","69.061653137207","72.0094909667969","73.29931640625","72.0516510009766","77.6736907958984","82.0758666992188","","","",
"Kiribati","KIR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.8817596435547","90.6124267578125","98.4615249633789","108.197021484375","140.228576660156","139.923095703125","135.024795532227","156.831024169922","201.491607666016","177.181060791016","139.868927001953","148.905075073242","153.652221679688","161.558929443359","161.386596679688","121.725654602051","145.360321044922","171.41748046875","","","",
"St. Kitts and Nevis","KNA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","445.421295166016","438.018859863281","458.889953613281","471.342102050781","474.648864746094","532.063171386719","652.437316894531","664.204162597656","819.880920410156","804.599365234375","789.365112304688","829.864013671875","787.15576171875","830.66455078125","827.338989257813","848.930114746094","871.8046875","902.658996582031","","","",
"Korea, Rep.","KOR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473.916015625","511.169982910156","547.4658203125","648.106079101563","722.396545410156","891.974975585938","1071.94750976563","1230.1982421875","1155.70043945313","1112.37231445313","1374.27221679688","1521.49243164063","1575.85607910156","1712.07751464844","1910.74145507813","1925.46850585938","2040.4052734375","2283.07470703125","","","",
"Kuwait","KWT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","462.589080810547","596.691467285156","635.416259765625","713.156311035156","742.30078125","843.895935058594","962.564819335938","976.803955078125","1074.29736328125","1454.54626464844","1061.36560058594","1263.82067871094","1319.25439453125","1251.39147949219","1375.00329589844","1168.82849121094","1072.73303222656","1529.07763671875","","","",
"Latin America & Caribbean (excluding high income)","LAC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277.023257351097","272.02054639521","230.647537076902","239.042844743183","271.477912447708","327.086080288743","389.904801010012","465.412610729903","530.957185368675","534.668364730206","631.870107489104","701.481638544467","695.97897158402","716.059520112024","719.695257937272","628.318023580027","581.247394933861","653.926397143921","","","",
"Lao PDR","LAO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3728218078613","14.7523031234741","13.1721334457397","17.9641933441162","16.5681324005127","17.6786956787109","19.5885620117188","25.1935596466064","27.1646327972412","36.2154121398926","34.9910659790039","27.5147171020508","32.9859962463379","44.1285820007324","46.3733558654785","52.9852485656738","55.2135887145996","62.1246337890625","","","",
